DB,Phylum,Class,Order,Family,Genus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Perigonia
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Phryxus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Phyllosphingia
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Phylloxiphia
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Platysphinx
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Poliana
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Polyptychoides
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Polyptychus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Praedora
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Proserpinus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Protaleuron
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Protambulyx
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudoangonyx
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudoclanis
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudopolyptychus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudosphinx
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Psilogramma
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rethera
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rhadinopasa
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rhagastis
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rhodafra
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rhodoprasina
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rothinjoa
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Rufoclanis
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sataspes
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthulus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Smerinthus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphecodina
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphingonaepiopsis
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphingulus
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphinx
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Temnora
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Tetrachroa
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Theretra
MIDORI16S,Arthropoda,Insecta,Lepidoptera,Sphingidae,Trogolegnum
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Unzela
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Viriclanis
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xanthopan
BOLD,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Atrijuglans
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Hieromantis
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Neomariania
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Snellenia
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Stathmopoda
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,StathmopodidaeGEN
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Thylacosceles
BOLD,Arthropoda,Insecta,Lepidoptera,Stathmopodidae,Tortilia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Abrotesia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Addaea
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Aglaopus
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Banisia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Belonoptera
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Calindoea
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Cleomantes
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Collinsa
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Draconia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Dysodia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Gippius
MIDORI16S,Arthropoda,Insecta,Lepidoptera,Thyrididae,Glanycus
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Hexeris
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Hypolamprus
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Kanshizeia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Loxiorhiza
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Macrogonia
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Macroprota
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Mellea
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Meskea
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Microsca
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Oxycophina
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Pentina
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Pharambara
MIDORI16S,Arthropoda,Insecta,Lepidoptera,Thyrididae,Pyrinioides
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Rhodoneura
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,siculoBioLep01
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,siculoJanzen01
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Striglina
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,thyriBioLep01
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,ThyrididaeGEN
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Thyris
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,thyrJanzen01
BOLD,Arthropoda,Insecta,Lepidoptera,Thyrididae,Zeuzerodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Acridotarsa
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,acroBioLep01
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Agnathosia
MIDORI16S,Arthropoda,Insecta,Lepidoptera,Tineidae,Amorophaga
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Amydria
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Analytarcha
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Ateliotum
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Cephimallota
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Ceratobia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Diachorisia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Diataga
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Dorata
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Dyotopasta
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Edosa
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Elatobia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Erechthias
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Exoncotis
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Haplotinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Harmaclona
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Hippiochaetes
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Homosetia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Homostinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Hypoplesia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Infurcitinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Isocorypha
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Leucomele
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Mea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Mesopherna
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Metapherna
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Micrerethista
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Moerarchis
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Monopis
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Montescardia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Morophagoides
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Myrmecozela
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Nemapogon
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Nemaxera
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Neurothaumasia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Niditinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Oinophila
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Opogona
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Phereoeca
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Philonome
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Phryganeopsis
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Praeacedes
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Psecadioides
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Ptilopsaltis
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Rooiklipia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Scardia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Scardiella
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Setomorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Stenoptinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Thomintarra
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,tinBioLep01
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Tinea
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Tinea1
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Tineola
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Tinissa
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Tiquadra
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Trachycentra
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Triaxomera
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Trichophaga
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Xylesthia
BOLD,Arthropoda,Insecta,Lepidoptera,Tineidae,Xystrologa
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Cenoloba
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Euthesaura
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Euthrausta
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Neoxychirota
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Palaeodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tineodidae,Tineodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Astrotischeria
BOLD,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Coptotriche
BOLD,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Dishkeya
BOLD,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Paratischeria
BOLD,Arthropoda,Insecta,Lepidoptera,Tischeriidae,Tischeria
BOLD,Arthropoda,Insecta,Lepidoptera,Tonzidae,Tonza
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acanthoclita
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acroceuthes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acroclita
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acroclita1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acropolitis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Adoxophyes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aesiocopa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aethes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Afroploce
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Agapeta
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aleimma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Amboyna
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Amorbia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anacrusis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anathamna
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ancylis1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Andrioplecta
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anopina
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anopinella
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anthophrys
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Anthozela
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aphelia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotoforma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apotomis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Apura
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archilobesia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ardeutica
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyroploce
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotoxa1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Arotrophora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Arotrophora1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Asthenoptycha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Atepa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Aterpia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Atroposia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Auratonota
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Authomaema
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Bactra
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Barbara
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Biclonuncaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Brachiolia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Brevicornutia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cacocharis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cacoecia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cacoecimorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Camptrodoxa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Capricornia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Capua
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Capua1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Catastega
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Celypha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cerace
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Chamelania
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Charcovalva
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Chimoptesis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Chlydanotin01
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Circanota
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cnephasia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylichroa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylidia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylimorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylina
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylini_incertae_sedis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cochylis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Coeloptera
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Coelostathma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Coenobiodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Collogenes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Conchylis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Conchylis1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cornuticlava
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Corticivora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cosmetra
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cosmorrhyncha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Costosa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Crocidosema
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cryptaspasma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cryptophlebia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cryptoptila
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ctenopseustis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cuspidata
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cydia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cyphophanes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dactylioglypha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Decodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Demeijerella
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Diactenis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Diadelomorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Diakonoffiana
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichelia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichelopa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dipterina
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ditula
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Doloploca
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dorithia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dracontogena
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dudua
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eana
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eccopsis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ecdytolopha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ecnomiomorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Enarmonia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Endothenia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epagoge
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiblema
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epichorista
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epichoristodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epitrichosma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epitymbia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ericodesma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eriopsela
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eriosocia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma1
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,EucosminiGEN
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosmogastra
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosmomorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosmophyes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eudemis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eugnosta
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eulia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eumarozia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Euobraztsovia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eupinivora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eupoecilia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Evora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Exapate
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Falseuncaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Fulcrifera
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gatesclarkeana
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,GenusANIC_3
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,GenusANIC_A
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gibbalaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gibberifera
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Glyphidoptera
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gnathmocerodes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Goboea
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Goniotorna
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Grapholita
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,GrapholitiniGEN
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gymnandrosoma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gynnidomorpha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hedya
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Heleanna
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Helictophanes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Henricus
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Heppnerographa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Herpystis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hilarographa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Histura
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Holocola
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Homona
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Honca
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hulda
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Hystrichophora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Ictelaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Icteralaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Isochorista
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Isotenes
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Isotrias
MIDORI16S,Arthropoda,Insecta,Lepidoptera,Tortricidae,Kennelia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Larisa
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lasiothyris
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lathronympha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Leguminivora
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Leurogyia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lobesia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Loboschiza
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lorita
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lozotaenia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Lumaria
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Macrocydia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Matsumuraeses
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Megalota
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Melanodaedala
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Meritastis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Merophyas
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Metamesia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Metendothenia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Metrioglypha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Mictopsichia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Monortha
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Nemasia
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Neocalyptis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Neocochylis
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Neosphaleroptera
BOLD,Arthropoda,Insecta,Lepidoptera,Tortricidae,Netechma
