DB,Phylum,Class,Order,Family,Genus
SILVA138,Protalveolata,Perkinsidae,A31,A31,A31
SILVA138,Ochrophyta,Chrysophyceae,A-3-62,A-3-62,A-3-62
SILVA138,Holozoa,Ichthyosporea,Abeoformidae,Abeoformidae,Abeoforma
SILVA138,Holozoa,Ichthyosporea,Abeoformidae,Abeoformidae,Abeoformidae
SILVA138,Holozoa,Ichthyosporea,Abeoformidae,Abeoformidae,Marine_Ichthyosporeans_1
SILVA138,Holozoa,Ichthyosporea,Abeoformidae,Abeoformidae,Pirum
SILVA138,Retaria,Acantharia,Acantharea_Group_I,Acantharea_Group_I,Acantharea_Group_I
SILVA138,Retaria,Acantharia,Acantharea_Group_II,Acantharea_Group_II,Acantharea_Group_II
SILVA138,Retaria,Acantharia,Acantharea_Group_VI,Acantharea_Group_VI,Acantharea_Group_VI
SILVA138,Retaria,Acantharia,Acantharia,Acantharia,Acantharia
BOLD,Annelida,Clitellata,Acanthobdellida,Acanthobdellidae,Acanthobdella
BOLD,Annelida,Clitellata,Acanthobdellida,Acanthobdellidae,Acanthobdellidae
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Acanthoecida,Acanthoecida
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Acanthoecidae,Acanthoecidae
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Acanthoecidae,FV23-1A4
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Acanthoecidae,Pleurasiga
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Bicosta
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Calliacantha
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Diaphanoeca
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Marine_Choanoflagellates_1
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Marine_Choanoflagellates_2
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Stephanoeca
SILVA138,Holozoa,Choanoflagellida,Acanthoecida,Stephanoecidae,Stephanoecidae
MIDORI16S,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus
MIDORI16S,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus
BOLD,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso
BOLD,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Paracanthurus
BOLD,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Prionurus
BOLD,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma
BOLD,Chordata,Actinopteri,Acanthuriformes,Emmelichthyidae,Emmelichthys
BOLD,Chordata,Actinopteri,Acanthuriformes,Emmelichthyidae,Erythrocles
BOLD,Chordata,Actinopteri,Acanthuriformes,Emmelichthyidae,Plagiogeneion
BOLD,Chordata,Actinopteri,Acanthuriformes,Luvaridae,Luvarus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Aplodinotus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Argyrosomus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Atractoscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Atrobucca
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Austronibea
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Bahaba
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Bairdiella
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Boesemania
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Cheilotrema
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Chrysochir
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Cilus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Collichthys
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Corvula
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Ctenosciaena
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Cynoscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Daysciaena
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Dendrophysa
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Equetus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Genyonemus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Isopisthus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Johnius
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Larimichthys
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Larimus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Leiostomus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Lonchurus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Macrodon
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Macrospinosa
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Megalonibea
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Menticirrhus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Micropogonias
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Miichthys
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Nebris
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Nibea
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Odontoscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Ophioscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Otolithes
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Otolithoides
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pachypops
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pachyurus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pama
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Panna
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Paralonchurus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pareques
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pennahia
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Petilipinnis
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Plagioscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pogonias
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Protonibea
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pseudotolithus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pteroscion
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Pterotolithus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Roncador
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Sciaena
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Sciaenops
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Seriphus
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Stellifer
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Totoaba
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Umbrina
BOLD,Chordata,Actinopteri,Acanthuriformes,Zanclidae,Zanclus
MIDORI16S,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthuridae
MIDORI16S,Chordata,Actinopteri,Acanthuriformes,Emmelichthyidae,Emmelichthyidae
BOLD,Chordata,Actinopteri,Acanthuriformes,Luvaridae,Luvaridae
BOLD,Chordata,Actinopteri,Acanthuriformes,Sciaenidae,Sciaenidae
BOLD,Chordata,Actinopteri,Acanthuriformes,Zanclidae,Zanclidae
SILVA138,Arthropoda,Arachnida,Acari,Acari,Acari
SILVA138,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora
SILVA138,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora
SILVA138,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Phacopsis
SILVA138,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarosporaceae
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Aquila
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Busarellus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Butastur
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Buteo
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Chelictinia
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Chondrohierax
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Circus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Clanga
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Cryptoleucopteryx
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Elanoides
MIDORI16S,Chordata,Aves,Accipitriformes,Accipitridae,Elanus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Gampsonyx
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Geranospiza
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Gyps
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Harpagornis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Harpagus
MIDORI16S,Chordata,Aves,Accipitriformes,Accipitridae,Harpia
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Harpyhaliaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus
MIDORI16S,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Leptodon
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Leucopternis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Lophotriorchis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Milvus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Morphnarchus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Necrosyrtes
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Neophron
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Nisaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Pernis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Pseudastur
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Sarcogyps
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Spilornis
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Torgos
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Trigonoceps
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Vultur
BOLD,Chordata,Aves,Accipitriformes,Pandionidae,Pandion
BOLD,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittarius
BOLD,Chordata,Aves,Accipitriformes,Accipitridae,Accipitridae
BOLD,Chordata,Aves,Accipitriformes,Cathartidae,Cathartidae
BOLD,Chordata,Aves,Accipitriformes,Pandionidae,Pandionidae
BOLD,Chordata,Aves,Accipitriformes,Sagittariidae,Sagittariidae
BOLD,Arthropoda,Protura,Acerentomata,Acerentomidae,Acerella
BOLD,Arthropoda,Protura,Acerentomata,Acerentomidae,Acerentomon
BOLD,Arthropoda,Protura,Acerentomata,Acerentomidae,Acerentulus
BOLD,Arthropoda,Protura,Acerentomata,Protentomidae,Ionescuellum
BOLD,Arthropoda,Protura,Acerentomata,Acerentomidae,Acerentomidae
BOLD,Arthropoda,Protura,Acerentomata,Protentomidae,Protentomidae
BOLD,Annelida,Polychaeta,Aciculata,Nerillidae,Leptonerilla
BOLD,Annelida,Polychaeta,Aciculata,Nerillidae,Nerilla
BOLD,Annelida,Polychaeta,Aciculata,Nerillidae,Nerillidae
WORMS,Annelida,Polychaeta,Aciculata,Nerillidae,Troglochaetus
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Huso
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Pseudoscaphirhynchus
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Scaphirhynchus
BOLD,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodon
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseriformes,Acipenseriformes
BOLD,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenseridae
BOLD,Chordata,Actinopteri,Acipenseriformes,Polyodontidae,Polyodontidae
MIDORI16S,Mollusca,Gastropoda,Acmaeidae,Acmaeidae_X,Rhodopetala
MIDORI16S,Mollusca,Gastropoda,Acmaeidae,Acmaeidae_X,Acmaeidae_X
MIDORI16S,Mollusca,Gastropoda,Acochlidea,Aitengidae,Aiteng
BOLD,Mollusca,Gastropoda,Acochlidea,Aitengidae,Aitengidae
MIDORI16S,Mollusca,Gastropoda,Acochlidiacea,Acochlidiidae,Acochlidium
BOLD,Mollusca,Gastropoda,Acochlidiacea,Acochlidiidae,Palliohedyle
MIDORI16S,Mollusca,Gastropoda,Acochlidiacea,Acochlidiidae,Strubellia
BOLD,Mollusca,Gastropoda,Acochlidiacea,Bathyhedylidae,Bathyhedyle
MIDORI16S,Mollusca,Gastropoda,Acochlidiacea,Parhedylidae,Microhedyle
BOLD,Mollusca,Gastropoda,Acochlidiacea,Parhedylidae,Parhedyle
BOLD,Mollusca,Gastropoda,Acochlidiacea,Parhedylidae,Pontohedyle
MIDORI16S,Mollusca,Gastropoda,Acochlidiacea,Acochlidiidae,Acochlidiidae
BOLD,Mollusca,Gastropoda,Acochlidiacea,Bathyhedylidae,Bathyhedylidae
MIDORI16S,Mollusca,Gastropoda,Acochlidiacea,Parhedylidae,Parhedylidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Anaperidae,Anaperus
BOLD,Platyhelminthes,Turbellaria,Acoela,Anaperidae,Neochildia
SILVA138,Platyhelminthes,Turbellaria,Acoela,Childiidae,Actinoposthia
BOLD,Platyhelminthes,Turbellaria,Acoela,Childiidae,Childia
BOLD,Platyhelminthes,Turbellaria,Acoela,Childiidae,Philactinoposthia
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Amphiscolops
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Aphanostoma
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Convoluta
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Heterochaerus
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Praeconvoluta
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Pseudaphanostoma
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Stomatricha
BOLD,Platyhelminthes,Turbellaria,Acoela,Dakuidae,Daku
BOLD,Platyhelminthes,Turbellaria,Acoela,Diopisthoporidae,Diopisthoporus
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Hallangia
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Haplogonaria
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Haploposthia
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Kuma
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Pseudohaplogonaria
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Simplicomorpha
BOLD,Platyhelminthes,Turbellaria,Acoela,Hofsteniidae,Hofstenia
BOLD,Platyhelminthes,Turbellaria,Acoela,Hofsteniidae,Hofsteniola
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Archaphanostoma
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Avagina
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Faerlea
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Isodiametra
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Pharyngia
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Praeaphanostoma
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Proaphanostoma
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Proconvoluta
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Raphidophallus
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Eumecynostomum
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Mecynostomum
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Paramecynostomum
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Philomecynostomum
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Pseudmecynostomum
BOLD,Platyhelminthes,Turbellaria,Acoela,Otocelididae,Notocelis
BOLD,Platyhelminthes,Turbellaria,Acoela,Otocelididae,Otocelis
BOLD,Platyhelminthes,Turbellaria,Acoela,Otocelididae,Philocelis
BOLD,Platyhelminthes,Turbellaria,Acoela,Paratomellidae,Paratomella
BOLD,Platyhelminthes,Turbellaria,Acoela,Polycanthiidae,Polycanthus
BOLD,Platyhelminthes,Turbellaria,Acoela,Proporidae,Parahaploposthia
BOLD,Platyhelminthes,Turbellaria,Acoela,Proporidae,Proporus
BOLD,Platyhelminthes,Turbellaria,Acoela,Sagittiferidae,Convolutriloba
BOLD,Platyhelminthes,Turbellaria,Acoela,Sagittiferidae,Symsagittifera
BOLD,Platyhelminthes,Turbellaria,Acoela,Solenofilomorphidae,Endocincta
BOLD,Platyhelminthes,Turbellaria,Acoela,Solenofilomorphidae,Myopea
BOLD,Platyhelminthes,Turbellaria,Acoela,Solenofilomorphidae,Oligofilomorpha
BOLD,Platyhelminthes,Turbellaria,Acoela,Solenofilomorphidae,Solenofilomorpha
BOLD,Platyhelminthes,Turbellaria,Acoela,Anaperidae,Anaperidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Childiidae,Childiidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Convolutidae,Convolutidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Dakuidae,Dakuidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Diopisthoporidae,Diopisthoporidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Haploposthiidae,Haploposthiidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Hofsteniidae,Hofsteniidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Isodiametridae,Isodiametridae
BOLD,Platyhelminthes,Turbellaria,Acoela,Mecynostomidae,Mecynostomidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Otocelididae,Otocelididae
BOLD,Platyhelminthes,Turbellaria,Acoela,Paratomellidae,Paratomellidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Polycanthiidae,Polycanthiidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Proporidae,Proporidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Sagittiferidae,Sagittiferidae
BOLD,Platyhelminthes,Turbellaria,Acoela,Solenofilomorphidae,Solenofilomorphidae
SILVA138,Xenacoelomorpha,Acoela,Acoela,Acoela,Acoela
MIDORI16S,Mollusca,Gastropoda,Acroloxidae,Acroloxidae_X,Frolikhiancylus
BOLD,Mollusca,Gastropoda,Acroloxidae,Acroloxidae_X,Acroloxidae_X
BOLD,Mollusca,Gastropoda,Acteonidae,Acteonidae_X,Japonacteon
MIDORI16S,Mollusca,Gastropoda,Acteonidae,Acteonidae_X,Acteonidae_X
SILVA138,Cnidaria,Anthozoa,Actiniaria,Acricoactinidae,Acricoactis
SILVA138,Cnidaria,Anthozoa,Actiniaria,Actinernidae,Actinernus
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinernidae,Actinerus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinernidae,Isactinernus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinernidae,Synactinernus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinernidae,Synhalcurias
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniaria,Actiniaria
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniaria_X,orange
SILVA138,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthostella
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Aulactinia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bolocera
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Cribnopsis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Cribrinopsis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Dofleinia
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Epiactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Glyphoperidium
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Gyractis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isactinia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isosicyonis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Isotealia
BOLD,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Macrodactyla
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Oulactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phlyctenactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phymactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Pseudactinia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Stylobates
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticinopsis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinodendridae,Actinostephanus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinodendronidae,Megalactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,Actinoscyphia
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,Alvinactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Actinostola
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Antholoba
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Anthosactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Chitinactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Cyananthea
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Cymbactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Hormosoma
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Isoparactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Maractis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Ophiodiscus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Paranthus
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Sicyonis
BOLD,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,Stomphia
BOLD,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Aiptasia
BOLD,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Aiptasiogeton
BOLD,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Bartholomea
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Bellactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Exaiptasia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Laviactis
BOLD,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Paraiptasia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Alicia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Lebrunia
BOLD,Cnidaria,Anthozoa,Actiniaria,Aliciidae,Triactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Andvakiidae,Andvakia
BOLD,Cnidaria,Anthozoa,Actiniaria,Antipodactidae,Antipodactis
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Bathyphelliidae,Bathyphellia
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Boloceroididae,Boloceroides
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Boloceroididae,Bunodeopsis
BOLD,Cnidaria,Anthozoa,Actiniaria,Capneidae,Capnea
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Condylanthidae,Charisea
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsia
BOLD,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsianthus
BOLD,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Edwardsiella
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Metedwardsia
BOLD,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Nematostella
MIDORI16S,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Paraedwardsia
BOLD,Cnidaria,Anthozoa,Actiniaria,Edwardsiidae,Scolanthus
